time,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
101,117.88653,117.866066,117.84559,117.82513,117.75866,117.571,117.53518,117.58005,117.63176,117.6311,117.630684,117.4818,117.533516,117.55495,117.51239,117.465965,117.27831,117.24249,117.20667,117.30825,117.33125,117.33083,117.310356,117.289894,117.269424
102,117.897804,117.877335,117.856865,117.8364,117.774475,117.60294,117.56712,117.60403,117.64758,117.64456,117.64196,117.50577,117.54934,117.56622,117.52585,117.48179,117.31026,117.27444,117.23862,117.326614,117.34471,117.342094,117.32163,117.30117,117.28069
103,108.69506,108.6746,108.65412,108.63366,108.49078,108.0343,107.99849,108.17601,108.36389,108.4029,108.43922,108.07777,108.26565,108.36348,108.28418,108.198105,107.741615,107.70579,107.669975,107.997826,108.10305,108.139366,108.11889,108.09843,108.077965
104,108.69829,108.67782,108.65735,108.63688,108.49526,108.043106,108.007286,108.18269,108.368355,108.40672,108.44244,108.08445,108.27011,108.36671,108.28801,108.20257,107.75042,107.7146,107.67878,108.00299,108.10687,108.142586,108.122116,108.10165,108.081184
105,109.70151,109.68103,109.66057,109.64011,109.499725,109.05191,109.0161,109.18937,109.372826,109.410545,109.445656,109.09112,109.27458,109.36993,109.29183,109.20705,108.75922,108.7234,108.687584,109.008156,109.110695,109.1458,109.125336,109.104866,109.0844
106,109.70473,109.68426,109.66379,109.643326,109.504196,109.060715,109.024895,109.19604,109.377304,109.41437,109.44888,109.09779,109.279045,109.373146,109.295654,109.21151,108.76803,108.73221,108.69639,109.01331,109.11451,109.149025,109.128555,109.10809,109.087616
107,110.70795,110.68748,110.66701,110.646545,110.50866,110.06952,110.03371,110.20272,110.38177,110.41819,110.452095,110.10446,110.28352,110.376366,110.29948,110.21598,109.776825,109.741005,109.70519,110.01848,110.11833,110.152245,110.131775,110.11131,110.090836
108,109.711174,109.6907,109.670235,109.64976,109.51314,109.07832,109.0425,109.20939,109.386246,109.42202,109.455315,109.111145,109.28799,109.37959,109.3033,109.22044,108.78564,108.74982,108.714,109.02364,109.122154,109.155464,109.135,109.114525,109.09406
109,109.714386,109.69392,109.673454,109.65298,109.51761,109.08713,109.051315,109.216064,109.39071,109.42584,109.458534,109.11782,109.292465,109.38281,109.30712,109.22492,108.79443,108.75861,108.7228,109.0288,109.12598,109.15868,109.13822,109.117744,109.09728
110,110.717606,110.697136,110.676674,110.656204,110.52207,110.09593,110.06011,110.22273,110.39518,110.42966,110.46176,110.12449,110.296936,110.386024,110.31094,110.229385,109.803246,109.767426,109.731606,110.03396,110.1298,110.16191,110.14144,110.12097,110.1005
111,110.720825,110.70036,110.679886,110.659424,110.52655,110.10474,110.068924,110.229416,110.39964,110.43348,110.46498,110.13117,110.3014,110.389244,110.314766,110.233864,109.81204,109.77622,109.74041,110.039116,110.13362,110.16513,110.14465,110.12419,110.10372
112,110.72405,110.70358,110.68312,110.66264,110.53101,110.11354,110.07772,110.236084,110.40412,110.4373,110.4682,110.13784,110.30588,110.39247,110.31859,110.23833,109.820854,109.785034,109.749214,110.04428,110.13745,110.16835,110.14789,110.12741,110.10695
113,110.72727,110.7068,110.68633,110.66586,110.53549,110.122345,110.08653,110.24276,110.408585,110.441124,110.47142,110.144516,110.31034,110.39569,110.32241,110.2428,109.82965,109.79383,109.75802,110.049446,110.14127,110.17157,110.1511,110.13063,110.11017
114,109.73049,109.710014,109.68955,109.66909,109.539955,109.13115,109.09533,109.24944,109.413055,109.44495,109.47465,109.151184,109.31481,109.39891,109.32623,109.24726,108.83846,108.80264,108.76682,109.0546,109.145096,109.1748,109.15432,109.13386,109.11339
115,107.73371,107.71324,107.69277,107.67231,107.544426,107.13995,107.10414,107.25611,107.41753,107.44877,107.47787,107.15787,107.319275,107.40213,107.33006,107.25174,106.84726,106.81144,106.77563,107.05977,107.14892,107.17802,107.15754,107.13708,107.1166
116,104.73694,104.71646,104.696,104.67553,104.54889,104.14876,104.11294,104.26279,104.422,104.45259,104.48108,104.16454,104.32375,104.40536,104.333885,104.2562,103.85607,103.82025,103.784424,104.06493,104.15274,104.18123,104.16077,104.1403,104.11983
117,102.74016,102.71968,102.69922,102.67874,102.55337,102.157555,102.12175,102.269455,102.42646,102.45641,102.4843,102.17121,102.32822,102.40858,102.33771,102.26068,101.86487,101.82905,101.793236,102.07009,102.15656,102.18445,102.16399,102.14351,102.12305
118,99.74337,99.7229,99.70244,99.68198,99.55783,99.16637,99.13055,99.27614,99.43094,99.460236,99.487526,99.177895,99.332695,99.4118,99.34153,99.26515,98.87368,98.83786,98.80203,99.07526,99.160385,99.187675,99.167206,99.14674,99.12627
119,97.74659,97.72613,97.70566,97.68519,97.56231,97.17516,97.13936,97.28281,97.4354,97.46406,97.490746,97.18456,97.33716,97.415016,97.345345,97.269615,96.88248,96.84666,96.810844,97.08041,97.16421,97.190895,97.170425,97.149956,97.129486
120,94.74981,94.72935,94.708885,94.68841,94.56677,94.183975,94.148155,94.28948,94.43987,94.46788,94.493965,94.19124,94.34163,94.41824,94.34917,94.27409,93.89129,93.85547,93.81964,94.08557,94.16803,94.194115,94.17365,94.153175,94.13271
121,93.75304,93.73257,93.712105,93.69163,93.57124,93.19277,93.15696,93.296165,93.44435,93.47171,93.497185,93.19791,93.34609,93.421455,93.35299,93.27856,92.900085,92.864265,92.82845,93.09074,93.17185,93.197334,93.17687,93.156395,93.13593
122,93.756256,93.73579,93.71532,93.694855,93.57572,93.201584,93.165764,93.30283,93.448814,93.47553,93.50041,93.20459,93.35057,93.424675,93.35681,93.28303,92.9089,92.87307,92.83725,93.095894,93.175674,93.200554,93.180084,93.159615,93.13915
123,95.759476,95.73901,95.71854,95.698074,95.580185,95.21038,95.17457,95.30951,95.45329,95.479355,95.50363,95.211266,95.355034,95.427895,95.360634,95.28749,94.917694,94.881874,94.84606,95.10106,95.179504,95.20378,95.183304,95.16284,95.14237
124,99.762695,99.74223,99.72176,99.701294,99.584656,99.21919,99.18337,99.316185,99.457756,99.48318,99.50685,99.21793,99.35951,99.431114,99.364456,99.29197,98.926506,98.89068,98.85486,99.106224,99.18333,99.207,99.18653,99.16606,99.1456
125,105.76592,105.745445,105.72498,105.70451,105.58912,105.22799,105.19218,105.32286,105.46223,105.487,105.51007,105.22462,105.36398,105.43434,105.36828,105.29643,104.9353,104.89948,104.86367,105.11138,105.18715,105.21021,105.18975,105.16928,105.14881
126,126.90533,126.884865,126.86439,126.843925,126.785065,126.62432,126.58851,126.62006,126.65816,126.65356,126.64948,126.52181,126.55991,126.573746,126.534836,126.49238,126.331635,126.29582,126.26,126.3389,126.35371,126.34963,126.329155,126.30869,126.28823
127,126.90534,126.88487,126.86441,126.84393,126.78507,126.62436,126.58854,126.62008,126.65818,126.65357,126.64949,126.521835,126.55994,126.57377,126.53486,126.492386,126.331665,126.295845,126.26003,126.33891,126.353714,126.34964,126.32918,126.3087,126.28824
128,117.888824,117.868355,117.847885,117.827415,117.761894,117.57761,117.54179,117.584984,117.63499,117.63384,117.63297,117.48674,117.53674,117.55724,117.51514,117.46921,117.28492,117.2491,117.21329,117.31201,117.33399,117.33312,117.31265,117.29218,117.27172
129,117.8723,117.85183,117.83137,117.8109,117.7387,117.53085,117.49503,117.54988,117.61181,117.61413,117.616455,117.45163,117.513565,117.540726,117.49541,117.446014,117.23817,117.20235,117.16653,117.28511,117.31428,117.3166,117.296135,117.275665,117.255196
130,117.855774,117.83531,117.81485,117.79437,117.71552,117.48411,117.44829,117.51477,117.58862,117.594406,117.59993,117.41653,117.49037,117.52421,117.475685,117.42284,117.191414,117.155594,117.119774,117.2582,117.294556,117.30008,117.27962,117.25914,117.23868
131,117.83926,117.818794,117.79832,117.777855,117.692345,117.437355,117.401535,117.47967,117.56544,117.574684,117.58341,117.381424,117.46719,117.507675,117.45597,117.39966,117.14467,117.10885,117.07302,117.2313,117.274826,117.28356,117.263084,117.24262,117.22216
132,117.82274,117.80227,117.7818,117.76134,117.66915,117.390594,117.35478,117.44457,117.54226,117.554955,117.566895,117.34633,117.44401,117.49116,117.43625,117.376465,117.09791,117.062096,117.026276,117.2044,117.255104,117.26704,117.24657,117.226105,117.20564
133,117.80621,117.78575,117.76528,117.74481,117.64597,117.34384,117.30803,117.40947,117.51907,117.53524,117.55037,117.311226,117.42083,117.47464,117.41652,117.35329,117.051155,117.015335,116.97952,117.17749,117.23539,117.25052,117.23005,117.20958,117.18912
134,126.9054,126.884926,126.86446,126.843994,126.78516,126.62453,126.58871,126.62021,126.65826,126.65364,126.64954,126.521965,126.560005,126.57382,126.53492,126.49247,126.33183,126.29601,126.2602,126.339005,126.35379,126.34969,126.32923,126.30876,126.28829
135,117.9054,117.884926,117.86446,117.843994,117.78516,117.62453,117.58871,117.62021,117.65826,117.65364,117.64954,117.521965,117.560005,117.57382,117.53492,117.49247,117.33183,117.29601,117.2602,117.339005,117.35379,117.34969,117.32923,117.30876,117.28829
136,117.9054,117.884926,117.86446,117.843994,117.78516,117.62453,117.58871,117.62021,117.65826,117.65364,117.64954,117.521965,117.560005,117.57382,117.53492,117.49247,117.33183,117.29601,117.2602,117.339005,117.35379,117.34969,117.32923,117.30876,117.28829
137,117.9054,117.884926,117.86446,117.843994,117.78516,117.62453,117.58871,117.62021,117.65826,117.65364,117.64954,117.521965,117.560005,117.57382,117.53492,117.49247,117.33183,117.29601,117.2602,117.339005,117.35379,117.34969,117.32923,117.30876,117.28829
138,117.9054,117.884926,117.86446,117.843994,117.78516,117.62453,117.58871,117.62021,117.65826,117.65364,117.64954,117.521965,117.560005,117.57382,117.53492,117.49247,117.33183,117.29601,117.2602,117.339005,117.35379,117.34969,117.32923,117.30876,117.28829
139,117.9054,117.884926,117.86446,117.843994,117.78516,117.62453,117.58871,117.62021,117.65826,117.65364,117.64954,117.521965,117.560005,117.57382,117.53492,117.49247,117.33183,117.29601,117.2602,117.339005,117.35379,117.34969,117.32923,117.30876,117.28829
140,116.9054,116.884926,116.86446,116.843994,116.78516,116.62453,116.58871,116.62021,116.65826,116.65364,116.64954,116.521965,116.560005,116.57382,116.53492,116.49247,116.33183,116.29601,116.2602,116.339005,116.35379,116.34969,116.32923,116.30876,116.28829
141,115.9054,115.884926,115.86446,115.843994,115.78516,115.62453,115.58871,115.62021,115.65826,115.65364,115.64954,115.521965,115.560005,115.57382,115.53492,115.49247,115.33183,115.29601,115.2602,115.339005,115.35379,115.34969,115.32923,115.30876,115.28829
142,114.9054,114.884926,114.86446,114.843994,114.78516,114.62453,114.58871,114.62021,114.65826,114.65364,114.64954,114.521965,114.560005,114.57382,114.53492,114.49247,114.33183,114.29601,114.2602,114.339005,114.35379,114.34969,114.32923,114.30876,114.28829
143,114.9054,114.884926,114.86446,114.843994,114.78516,114.62453,114.58871,114.62021,114.65826,114.65364,114.64954,114.521965,114.560005,114.57382,114.53492,114.49247,114.33183,114.29601,114.2602,114.339005,114.35379,114.34969,114.32923,114.30876,114.28829
144,113.9054,113.884926,113.86446,113.843994,113.78516,113.62453,113.58871,113.62021,113.65826,113.65364,113.64954,113.521965,113.560005,113.57382,113.53492,113.49247,113.33183,113.29601,113.2602,113.339005,113.35379,113.34969,113.32923,113.30876,113.28829
145,113.9054,113.884926,113.86446,113.843994,113.78516,113.62453,113.58871,113.62021,113.65826,113.65364,113.64954,113.521965,113.560005,113.57382,113.53492,113.49247,113.33183,113.29601,113.2602,113.339005,113.35379,113.34969,113.32923,113.30876,113.28829
146,113.9054,113.884926,113.86446,113.843994,113.78516,113.62453,113.58871,113.62021,113.65826,113.65364,113.64954,113.521965,113.560005,113.57382,113.53492,113.49247,113.33183,113.29601,113.2602,113.339005,113.35379,113.34969,113.32923,113.30876,113.28829
147,112.9054,112.884926,112.86446,112.843994,112.78516,112.62453,112.58871,112.62021,112.65826,112.65364,112.64954,112.521965,112.560005,112.57382,112.53492,112.49247,112.33183,112.29601,112.2602,112.339005,112.35379,112.34969,112.32923,112.30876,112.28829
148,112.9054,112.884926,112.86446,112.843994,112.78516,112.62453,112.58871,112.62021,112.65826,112.65364,112.64954,112.521965,112.560005,112.57382,112.53492,112.49247,112.33183,112.29601,112.2602,112.339005,112.35379,112.34969,112.32923,112.30876,112.28829
149,112.9054,112.884926,112.86446,112.843994,112.78516,112.62453,112.58871,112.62021,112.65826,112.65364,112.64954,112.521965,112.560005,112.57382,112.53492,112.49247,112.33183,112.29601,112.2602,112.339005,112.35379,112.34969,112.32923,112.30876,112.28829
150,113.9054,113.884926,113.86446,113.843994,113.78516,113.62453,113.58871,113.62021,113.65826,113.65364,113.64954,113.521965,113.560005,113.57382,113.53492,113.49247,113.33183,113.29601,113.2602,113.339005,113.35379,113.34969,113.32923,113.30876,113.28829
151,115.9054,115.884926,115.86446,115.843994,115.78516,115.62453,115.58871,115.62021,115.65826,115.65364,115.64954,115.521965,115.560005,115.57382,115.53492,115.49247,115.33183,115.29601,115.2602,115.339005,115.35379,115.34969,115.32923,115.30876,115.28829
152,117.9054,117.884926,117.86446,117.843994,117.78516,117.62453,117.58871,117.62021,117.65826,117.65364,117.64954,117.521965,117.560005,117.57382,117.53492,117.49247,117.33183,117.29601,117.2602,117.339005,117.35379,117.34969,117.32923,117.30876,117.28829
153,119.9054,119.884926,119.86446,119.843994,119.78516,119.62453,119.58871,119.62021,119.65826,119.65364,119.64954,119.521965,119.560005,119.57382,119.53492,119.49247,119.33183,119.29601,119.2602,119.339005,119.35379,119.34969,119.32923,119.30876,119.28829
154,118.9054,118.884926,118.86446,118.843994,118.78516,118.62453,118.58871,118.62021,118.65826,118.65364,118.64954,118.521965,118.560005,118.57382,118.53492,118.49247,118.33183,118.29601,118.2602,118.339005,118.35379,118.34969,118.32923,118.30876,118.28829
155,116.9054,116.884926,116.86446,116.843994,116.78516,116.62453,116.58871,116.62021,116.65826,116.65364,116.64954,116.521965,116.560005,116.57382,116.53492,116.49247,116.33183,116.29601,116.2602,116.339005,116.35379,116.34969,116.32923,116.30876,116.28829
156,114.9054,114.884926,114.86446,114.843994,114.78516,114.62453,114.58871,114.62021,114.65826,114.65364,114.64954,114.521965,114.560005,114.57382,114.53492,114.49247,114.33183,114.29601,114.2602,114.339005,114.35379,114.34969,114.32923,114.30876,114.28829
157,111.9054,111.884926,111.86446,111.843994,111.78516,111.62453,111.58871,111.62021,111.65826,111.65364,111.64954,111.521965,111.560005,111.57382,111.53492,111.49247,111.33183,111.29601,111.2602,111.339005,111.35379,111.34969,111.32923,111.30876,111.28829
158,110.9054,110.884926,110.86446,110.843994,110.78516,110.62453,110.58871,110.62021,110.65826,110.65364,110.64954,110.521965,110.560005,110.57382,110.53492,110.49247,110.33183,110.29601,110.2602,110.339005,110.35379,110.34969,110.32923,110.30876,110.28829
159,109.9054,109.884926,109.86446,109.843994,109.78516,109.62453,109.58871,109.62021,109.65826,109.65364,109.64954,109.521965,109.560005,109.57382,109.53492,109.49247,109.33183,109.29601,109.2602,109.339005,109.35379,109.34969,109.32923,109.30876,109.28829
160,109.9054,109.884926,109.86446,109.843994,109.78516,109.62453,109.58871,109.62021,109.65826,109.65364,109.64954,109.521965,109.560005,109.57382,109.53492,109.49247,109.33183,109.29601,109.2602,109.339005,109.35379,109.34969,109.32923,109.30876,109.28829
161,108.9054,108.884926,108.86446,108.843994,108.78516,108.62453,108.58871,108.62021,108.65826,108.65364,108.64954,108.521965,108.560005,108.57382,108.53492,108.49247,108.33183,108.29601,108.2602,108.339005,108.35379,108.34969,108.32923,108.30876,108.28829
162,106.9054,106.884926,106.86446,106.843994,106.78516,106.62453,106.58871,106.62021,106.65826,106.65364,106.64954,106.521965,106.560005,106.57382,106.53492,106.49247,106.33183,106.29601,106.2602,106.339005,106.35379,106.34969,106.32923,106.30876,106.28829
163,104.9054,104.884926,104.86446,104.843994,104.78516,104.62453,104.58871,104.62021,104.65826,104.65364,104.64954,104.521965,104.560005,104.57382,104.53492,104.49247,104.33183,104.29601,104.2602,104.339005,104.35379,104.34969,104.32923,104.30876,104.28829
164,104.9054,104.884926,104.86446,104.843994,104.78516,104.62453,104.58871,104.62021,104.65826,104.65364,104.64954,104.521965,104.560005,104.57382,104.53492,104.49247,104.33183,104.29601,104.2602,104.339005,104.35379,104.34969,104.32923,104.30876,104.28829
165,104.9054,104.884926,104.86446,104.843994,104.78516,104.62453,104.58871,104.62021,104.65826,104.65364,104.64954,104.521965,104.560005,104.57382,104.53492,104.49247,104.33183,104.29601,104.2602,104.339005,104.35379,104.34969,104.32923,104.30876,104.28829
166,104.9054,104.884926,104.86446,104.843994,104.78516,104.62453,104.58871,104.62021,104.65826,104.65364,104.64954,104.521965,104.560005,104.57382,104.53492,104.49247,104.33183,104.29601,104.2602,104.339005,104.35379,104.34969,104.32923,104.30876,104.28829
167,107.9054,107.884926,107.86446,107.843994,107.78516,107.62453,107.58871,107.62021,107.65826,107.65364,107.64954,107.521965,107.560005,107.57382,107.53492,107.49247,107.33183,107.29601,107.2602,107.339005,107.35379,107.34969,107.32923,107.30876,107.28829
168,109.9054,109.884926,109.86446,109.843994,109.78516,109.62453,109.58871,109.62021,109.65826,109.65364,109.64954,109.521965,109.560005,109.57382,109.53492,109.49247,109.33183,109.29601,109.2602,109.339005,109.35379,109.34969,109.32923,109.30876,109.28829
169,110.9054,110.884926,110.86446,110.843994,110.78516,110.62453,110.58871,110.62021,110.65826,110.65364,110.64954,110.521965,110.560005,110.57382,110.53492,110.49247,110.33183,110.29601,110.2602,110.339005,110.35379,110.34969,110.32923,110.30876,110.28829
170,111.9054,111.884926,111.86446,111.843994,111.78516,111.62453,111.58871,111.62021,111.65826,111.65364,111.64954,111.521965,111.560005,111.57382,111.53492,111.49247,111.33183,111.29601,111.2602,111.339005,111.35379,111.34969,111.32923,111.30876,111.28829
171,117.7709,117.750435,117.72996,117.709496,117.59597,117.24118,117.20537,117.33295,117.46906,117.492874,117.51505,117.234695,117.37082,117.439316,117.37416,117.303276,116.948494,116.912674,116.87686,117.11925,117.19302,117.2152,117.194725,117.17426,117.15379
172,116.766174,116.7457,116.725235,116.704765,116.589424,116.2284,116.19258,116.32322,116.462524,116.487274,116.510315,116.224976,116.36428,116.43459,116.36856,116.29674,115.935715,115.89989,115.86407,116.1117,116.187416,116.210464,116.19,116.16953,116.14906
173,114.76144,114.740974,114.7205,114.700035,114.58288,114.215614,114.1798,114.3135,114.455986,114.48167,114.50559,114.215256,114.35774,114.429855,114.36296,114.2902,113.92292,113.8871,113.85129,114.104164,114.181816,114.20574,114.185265,114.1648,114.14433
174,114.756714,114.73624,114.715775,114.695305,114.57634,114.20283,114.16701,114.30378,114.44945,114.47607,114.50086,114.20553,114.351204,114.42513,114.35735,114.28365,113.91014,113.87432,113.83851,114.09663,114.176216,114.201004,114.18054,114.16007,114.1396
175,117.803566,117.78309,117.76263,117.742165,117.64222,117.33616,117.30034,117.40373,117.51532,117.53206,117.54772,117.30548,117.41707,117.471985,117.41334,117.349525,117.04347,117.00765,116.97183,117.17313,117.23221,117.247856,117.227394,117.206924,117.18646
176,116.78876,116.76829,116.74782,116.727356,116.62142,116.294136,116.258316,116.37221,116.494514,116.51437,116.53291,116.273964,116.39627,116.45718,116.39565,116.32873,116.00145,115.96563,115.92982,116.14898,116.214516,116.233055,116.212585,116.19212,116.17165
177,114.77395,114.75349,114.73301,114.71255,114.60062,114.25212,114.2163,114.34068,114.47372,114.49668,114.518105,114.24244,114.37547,114.44237,114.377975,114.30793,113.959435,113.92361,113.88779,114.12483,114.19683,114.218254,114.19778,114.177315,114.156845
178,114.75914,114.73868,114.7182,114.69774,114.57982,114.2101,114.17427,114.30916,114.45292,114.479,114.503296,114.210915,114.354675,114.42756,114.36029,114.28713,113.917404,113.881584,113.84577,114.100685,114.179146,114.203445,114.18297,114.162506,114.142044
179,113.743324,113.722855,113.70239,113.681915,113.55758,113.16505,113.129234,113.27539,113.43068,113.4601,113.48747,113.17715,113.33243,113.41175,113.34138,113.26489,112.87236,112.83653,112.80073,113.07486,113.16025,113.18762,113.16716,113.14668,113.12622
180,113.728165,113.7077,113.687225,113.66676,113.5363,113.12208,113.08626,113.24314,113.40939,113.44199,113.47232,113.1449,113.31115,113.39658,113.32328,113.24361,112.82939,112.79357,112.75775,113.05015,113.14214,113.17247,113.15199,113.13153,113.11106
181,113.71301,113.69254,113.67207,113.6516,113.51501,113.07911,113.04329,113.21089,113.388115,113.4239,113.45716,113.11265,113.28986,113.38143,113.305176,113.22232,112.786415,112.750595,112.714775,113.025444,113.12405,113.15731,113.13684,113.11637,113.09591
182,113.69785,113.67738,113.65691,113.63645,113.49372,113.03613,113.00031,113.17864,113.36683,113.40579,113.44201,113.0804,113.268585,113.36627,113.28709,113.201035,112.74345,112.70763,112.671814,113.00074,113.10594,113.14215,113.12168,113.10122,113.08074
183,112.6827,112.662224,112.64176,112.621284,112.47244,111.99316,111.957344,112.14639,112.34555,112.387695,112.42684,112.04815,112.2473,112.35112,112.26898,112.17975,111.70047,111.66466,111.62884,111.976036,112.087845,112.12699,112.10653,112.08605,112.06559
184,112.667534,112.64707,112.6266,112.60613,112.45116,111.950195,111.914375,112.11416,112.324265,112.36959,112.41169,112.0159,112.22602,112.33596,112.250885,112.15847,111.65751,111.62168,111.58586,111.95134,112.06974,112.11184,112.09137,112.0709,112.05044
185,113.75505,113.73457,113.71411,113.693634,113.574036,113.19831,113.1625,113.30035,113.44714,113.4741,113.49919,113.2021,113.34889,113.42347,113.35538,113.28136,112.90562,112.86981,112.833984,113.09396,113.17424,113.19934,113.17888,113.1584,113.13794
