time,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
897,111.487724,111.467255,111.446785,111.426315,111.19377,110.40937,110.37355,110.71487,111.066864,111.1527,111.23187,110.61662,110.96862,111.15614,111.03398,110.90108,110.116684,110.080864,110.04505,110.65005,110.85285,110.93202,110.91155,110.89108,110.87062
897dn,111.64063,111.62016,111.5997,111.57922,111.41339,110.87403,110.83821,111.05697,111.2865,111.33747,111.38478,110.958725,111.188255,111.30906,111.21876,111.12071,110.581345,110.545525,110.5097,110.90751,111.03762,111.08493,111.06447,111.04399,111.02353
898,111.49371,111.47324,111.452774,111.432304,111.20221,110.42654,110.39071,110.72771,111.07531,111.15987,111.23786,110.62946,110.977066,111.16213,111.041145,110.909515,110.13384,110.09802,110.06221,110.65986,110.860016,110.93801,110.91754,110.89707,110.87661
898dn,111.63902,111.61856,111.59809,111.57763,111.411156,110.8695,110.83369,111.05357,111.28425,111.335556,111.38318,110.95533,111.186005,111.30745,111.21685,111.11846,110.57681,110.54099,110.50518,110.90491,111.035706,111.08333,111.06286,111.0424,111.02192
899,116.64427,116.62381,116.60333,116.58287,116.418434,115.88388,115.84807,116.06447,116.29154,116.34179,116.38843,115.966225,116.1933,116.31269,116.22308,116.12575,115.591194,115.555374,115.51956,115.91332,116.04194,116.08858,116.0681,116.04764,116.027176
899dn,116.53403,116.513565,116.49309,116.472626,116.25921,115.543175,115.507355,115.81477,116.13232,116.20819,116.27818,115.71652,116.034065,116.202446,116.08947,115.96652,115.25049,115.21467,115.178856,115.72621,115.90833,115.97833,115.957855,115.93739,115.91693
900,119.64946,119.629,119.60853,119.588066,119.42573,118.898636,118.862816,119.07552,119.298836,119.34799,119.393616,118.97728,119.20059,119.31789,119.22928,119.13304,118.60594,118.57012,118.5343,118.9218,119.04814,119.093765,119.073296,119.05283,119.032364
900dn,119.53364,119.51317,119.4927,119.47223,119.25865,118.54205,118.50623,118.81393,119.13175,119.20771,119.27779,118.715675,119.03351,119.20206,119.089,118.96596,118.24936,118.21354,118.17772,118.725555,118.90786,118.977936,118.957466,118.937,118.916534
0,112.9054,112.884926,112.86446,112.843994,112.78516,112.62453,112.58871,112.62021,112.65826,112.65364,112.64954,112.521965,112.560005,112.57382,112.53492,112.49247,112.33183,112.29601,112.2602,112.339005,112.35379,112.34969,112.32923,112.30876,112.28829
1,113.753624,113.73316,113.712685,113.69222,113.57205,113.19432,113.1585,113.29735,113.44515,113.472404,113.49778,113.1991,113.34691,113.42204,113.35368,113.279366,112.90163,112.86581,112.829994,113.09167,113.172554,113.19793,113.17745,113.15699,113.13652
2,0.99840003,0.97792685,0.957463,0.93698984,0.91587484,0.8890021,0.8531903,0.81851333,0.78897095,0.76474917,0.7425459,0.7202682,0.6907258,0.6668203,0.64604014,0.62318575,0.59631294,0.5604919,0.52468014,0.49080312,0.46489772,0.44269443,0.42223057,0.4017574,0.38129354
3,15.996791,15.976327,15.955853,15.9353895,15.913614,15.884444,15.848623,15.81509,15.78672,15.762833,15.740946,15.7168455,15.688475,15.665211,15.644124,15.620925,15.591755,15.555934,15.520113,15.48818,15.462981,15.441094,15.420621,15.400158,15.379684
4,15.995191,15.974718,15.954254,15.933781,15.911364,15.879877,15.844056,15.811667,15.78446,15.760917,15.739337,15.713422,15.686214,15.663611,15.642199,15.618674,15.587188,15.551367,15.515555,15.485566,15.461065,15.439486,15.419022,15.398548,15.378084
5,15.993582,15.973118,15.952644,15.93218,15.909103,15.8753195,15.8394985,15.808244,15.782208,15.759001,15.737737,15.709999,15.683964,15.662002,15.640283,15.616414,15.58263,15.546809,15.510988,15.482944,15.459149,15.437885,15.417412,15.396949,15.376475
6,15.9919815,15.971509,15.951045,15.930572,15.906852,15.870752,15.834931,15.804821,15.779948,15.757085,15.736128,15.706576,15.681704,15.660402,15.638366,15.614163,15.578063,15.542242,15.506421,15.4803295,15.457233,15.436276,15.4158125,15.395339,15.374875
7,16.990372,16.96991,16.949436,16.928972,16.904602,16.866184,16.830374,16.801397,16.777697,16.755169,16.734528,16.703154,16.679453,16.658792,16.63645,16.611912,16.573496,16.537683,16.501863,16.477707,16.455307,16.434677,16.414204,16.39374,16.373266
8,20.988773,20.9683,20.947836,20.927362,20.90234,20.861628,20.825806,20.797985,20.775436,20.753252,20.732918,20.69974,20.677193,20.657192,20.634535,20.609652,20.568937,20.533117,20.497295,20.475092,20.453392,20.433067,20.412603,20.39213,20.371666
9,22.987164,22.9667,22.946226,22.925762,22.90009,22.85706,22.821249,22.794561,22.773186,22.751328,22.73132,22.696316,22.67494,22.655584,22.632618,22.6074,22.564371,22.52855,22.492739,22.47247,22.451475,22.431467,22.410994,22.39053,22.370056
10,18.985554,18.96509,18.944626,18.924154,18.89783,18.852503,18.81668,18.791138,18.770935,18.74941,18.72971,18.692894,18.67269,18.653984,18.630701,18.60514,18.559813,18.523993,18.48817,18.469856,18.449558,18.429857,18.409393,18.388922,18.368458
11,14.983954,14.9634905,14.943017,14.922553,14.895578,14.847935,14.812114,14.787715,14.768675,14.747495,14.728109,14.68947,14.670429,14.652374,14.628785,14.602889,14.555245,14.519424,14.483613,14.467233,14.447643,14.428258,14.407784,14.387321,14.366848
12,10.982346,10.961882,10.941418,10.920944,10.893318,10.843377,10.807556,10.784292,10.766423,10.745578,10.7265005,10.686047,10.668179,10.650775,10.626869,10.600629,10.550688,10.514867,10.479046,10.464609,10.445726,10.426649,10.406185,10.385712,10.365248
13,7.9807453,7.9602814,7.9398084,7.9193444,7.891067,7.83881,7.8029885,7.780869,7.764163,7.743662,7.7249002,7.682624,7.665918,7.6491656,7.6249533,7.598378,7.5461206,7.5102997,7.4744787,7.4619956,7.4438105,7.425049,7.404576,7.384112,7.363639
14,4.979136,4.958672,4.9382086,4.917735,4.888807,4.834243,4.798431,4.7774553,4.7619123,4.741746,4.7232914,4.67921,4.663667,4.647566,4.623028,4.5961175,4.5415535,4.5057416,4.4699206,4.4593725,4.4418945,4.42344,4.402976,4.3825026,4.362039
15,7.977536,7.9570723,7.9365993,7.9161353,7.8865557,7.8296847,7.793864,7.774032,7.7596517,7.73983,7.721691,7.675787,7.6614065,7.6459565,7.6211114,7.593867,7.536996,7.5011744,7.4653535,7.4567585,7.439978,7.4218397,7.4013667,7.380903,7.36043
16,14.975927,14.955463,14.934999,14.914526,14.884295,14.825118,14.789296,14.770609,14.7574005,14.737914,14.720082,14.672364,14.659156,14.644357,14.619195,14.591606,14.532429,14.496608,14.460795,14.454136,14.438062,14.420231,14.399767,14.379293,14.3588295
17,18.974327,18.953863,18.93339,18.912926,18.882044,18.82056,18.784739,18.767187,18.75514,18.735998,18.718483,18.668941,18.656895,18.642748,18.61728,18.589355,18.52787,18.49205,18.456228,18.45152,18.436136,18.41863,18.398157,18.377693,18.35722
18,19.972717,19.952253,19.93179,19.911318,19.879784,19.815992,19.780172,19.763763,19.75289,19.734081,19.716873,19.665518,19.654644,19.641148,19.615362,19.587095,19.523304,19.487482,19.45167,19.448898,19.434221,19.41702,19.396557,19.376085,19.355621
19,16.971119,16.950655,16.930182,16.909718,16.877533,16.811434,16.775614,16.76034,16.75063,16.732157,16.715273,16.662094,16.652384,16.639538,16.613447,16.584845,16.518736,16.482925,16.447104,16.446285,16.432304,16.415422,16.394949,16.374485,16.354012
20,13.969509,13.949045,13.928581,13.908108,13.875282,13.806868,13.771047,13.756927,13.748378,13.73024,13.713664,13.658681,13.650133,13.6379385,13.61153,13.582593,13.514178,13.478357,13.442536,13.443662,13.430388,13.413813,13.393349,13.372875,13.352411
21,11.967909,11.947445,11.926971,11.906508,11.873022,11.8023,11.766489,11.753504,11.746118,11.728324,11.712064,11.655258,11.647873,11.636329,11.609614,11.580333,11.509611,11.4738,11.437979,11.441039,11.4284725,11.412212,11.39174,11.371276,11.350802
22,14.9663,14.945836,14.925372,14.904899,14.87077,14.797743,14.761922,14.75008,14.743867,14.726407,14.710455,14.651835,14.645621,14.634729,14.607698,14.578081,14.5050535,14.469233,14.433412,14.438425,14.426556,14.410604,14.39014,14.369666,14.349202
23,21.9647,21.944237,21.923763,21.9033,21.868511,21.793175,21.757355,21.746656,21.741615,21.724491,21.708855,21.648413,21.64337,21.63312,21.605782,21.57582,21.500486,21.464664,21.428854,21.435802,21.42464,21.409004,21.38853,21.368067,21.347593
24,28.96309,28.942627,28.922163,28.90169,28.866259,28.788618,28.752796,28.743235,28.739355,28.722574,28.707245,28.644989,28.64111,28.63152,28.603857,28.57357,28.495928,28.460108,28.424286,28.433187,28.422724,28.407394,28.38693,28.366457,28.345993
25,35.96149,35.94103,35.920555,35.90009,35.864,35.78405,35.74823,35.739822,35.737103,35.720657,35.705647,35.641575,35.63886,35.62991,35.60194,35.57131,35.49136,35.45554,35.419727,35.430565,35.420807,35.405796,35.385323,35.364857,35.344383
26,42.95988,42.93942,42.918953,42.89848,42.861748,42.779484,42.74367,42.736397,42.734844,42.718742,42.704037,42.638153,42.6366,42.62831,42.600025,42.569057,42.486794,42.45098,42.41516,42.42795,42.41889,42.404186,42.38372,42.363247,42.342785
27,49.958282,49.937817,49.917343,49.89688,49.85949,49.774925,49.739105,49.732975,49.732594,49.716827,49.70244,49.634727,49.634346,49.6267,49.598106,49.5668,49.482235,49.446415,49.410595,49.425327,49.416965,49.402584,49.38211,49.36165,49.341175
28,51.956673,51.936207,51.915745,51.89527,51.857235,51.77036,51.734547,51.729553,51.73033,51.71491,51.70083,51.631306,51.632088,51.625103,51.59619,51.56455,51.47767,51.441856,51.406036,51.422714,51.41505,51.400974,51.380512,51.36004,51.339577
29,57.955074,57.93461,57.914135,57.893673,57.854977,57.7658,57.72998,57.726128,57.72808,57.712986,57.699226,57.627884,57.629837,57.623493,57.594276,57.562286,57.47311,57.43729,57.40147,57.42009,57.41313,57.399376,57.378902,57.35844,57.337967
30,63.953465,63.933,63.912537,63.892063,63.852726,63.761234,63.72541,63.722706,63.725822,63.711067,63.697617,63.62446,63.627575,63.62189,63.59236,63.560036,63.468544,63.432724,63.39691,63.41747,63.411217,63.397766,63.377304,63.35683,63.336365
31,66.951866,66.9314,66.91093,66.890465,66.850464,66.756676,66.720856,66.71929,66.72357,66.70915,66.69602,66.62105,66.62533,66.620285,66.59045,66.55778,66.46399,66.42816,66.39234,66.414856,66.4093,66.396164,66.375694,66.35523,66.334755
32,67.95026,67.92979,67.909325,67.888855,67.84821,67.752106,67.716286,67.715866,67.72131,67.70724,67.69441,67.61762,67.62306,67.61868,67.588524,67.55553,67.45942,67.4236,67.38779,67.41223,67.40739,67.394554,67.37409,67.35362,67.33316
33,65.948654,65.92819,65.907715,65.88725,65.845955,65.74754,65.71173,65.71245,65.719055,65.70532,65.69281,65.6142,65.62081,65.61707,65.5866,65.55326,65.45485,65.41904,65.38322,65.409615,65.40547,65.39296,65.37248,65.35202,65.33155
34,60.947044,60.926582,60.906116,60.885643,60.843704,60.742985,60.70716,60.709023,60.716797,60.703403,60.6912,60.61078,60.618553,60.615475,60.584686,60.551014,60.450294,60.414474,60.37865,60.406994,60.403553,60.39135,60.370884,60.35041,60.32995
35,55.945446,55.92498,55.904507,55.884045,55.84145,55.738415,55.702602,55.7056,55.714546,55.70149,55.6896,55.607353,55.616302,55.613865,55.58277,55.548763,55.44573,55.409916,55.374092,55.40438,55.401638,55.389748,55.369274,55.348812,55.32834
36,53.943836,53.92337,53.90291,53.882435,53.83919,53.733856,53.698036,53.702175,53.712296,53.699574,53.687992,53.60393,53.61404,53.612267,53.580853,53.5465,53.44117,53.40535,53.369526,53.401756,53.39972,53.388138,53.367676,53.347202,53.32674
37,56.942238,56.921772,56.9013,56.880836,56.83694,56.72929,56.69347,56.69876,56.710037,56.697655,56.68639,56.600517,56.61179,56.610657,56.578938,56.54425,56.436604,56.40078,56.364967,56.399143,56.397797,56.38653,56.366066,56.345604,56.32513
38,59.940628,59.920162,59.8997,59.879227,59.83468,59.72473,59.68891,59.69534,59.707787,59.69573,59.68478,59.597095,59.60954,59.609055,59.577023,59.541992,59.432045,59.39622,59.3604,59.39652,59.395878,59.38493,59.364468,59.343994,59.32353
39,64.939026,64.918564,64.89809,64.877625,64.83243,64.72017,64.68434,64.69192,64.70553,64.69382,64.68318,64.59367,64.60728,64.607445,64.5751,64.53974,64.427475,64.391655,64.35584,64.3939,64.39396,64.38332,64.362854,64.34239,64.32192
40,70.937416,70.916954,70.89649,70.876015,70.83017,70.7156,70.67979,70.68849,70.70328,70.691895,70.68157,70.59025,70.60503,70.60585,70.57319,70.537476,70.42291,70.3871,70.35128,70.39128,70.392044,70.38172,70.36126,70.34078,70.32032
41,76.93582,76.91535,76.89488,76.87442,76.82792,76.711044,76.67522,76.685074,76.70101,76.68998,76.67997,76.58682,76.60277,76.60424,76.57127,76.535225,76.41835,76.38253,76.34671,76.388664,76.39013,76.38011,76.35965,76.33919,76.31871
42,80.93421,80.91374,80.89328,80.87281,80.82566,80.706474,80.67066,80.68165,80.69876,80.688065,80.67836,80.583405,80.60052,80.60264,80.56936,80.53297,80.41379,80.37796,80.342155,80.38605,80.388214,80.37851,80.35805,80.33758,80.31711
43,86.93261,86.91215,86.89167,86.87121,86.8234,86.70192,86.66609,86.67823,86.6965,86.68615,86.676765,86.57999,86.59826,86.60103,86.56743,86.530716,86.409225,86.373405,86.337585,86.38342,86.3863,86.3769,86.35644,86.335976,86.315506
44,90.931,90.91054,90.89007,90.8696,90.821144,90.69735,90.66153,90.67481,90.69425,90.684235,90.675156,90.57657,90.59601,90.59943,90.56551,90.52846,90.40466,90.368835,90.33302,90.38081,90.384384,90.375305,90.35484,90.334366,90.3139
45,94.9294,94.908936,94.888466,94.868,94.81889,94.69279,94.65697,94.67139,94.69199,94.68232,94.67355,94.57314,94.59374,94.59782,94.5636,94.52621,94.4001,94.36428,94.32846,94.37819,94.38247,94.373695,94.35323,94.33276,94.312294
46,94.92779,94.907326,94.88686,94.86639,94.816635,94.688225,94.652405,94.66796,94.68974,94.680405,94.67194,94.56972,94.59149,94.59622,94.56168,94.52395,94.39554,94.35971,94.3239,94.375565,94.38054,94.37209,94.35163,94.331154,94.31069
47,95.92619,95.90572,95.885254,95.86479,95.814384,95.683655,95.64784,95.66454,95.68748,95.67848,95.67035,95.5663,95.58923,95.59461,95.55977,95.5217,95.39097,95.355156,95.319336,95.37295,95.378624,95.37048,95.35002,95.32956,95.30908
48,95.92458,95.90411,95.88365,95.86318,95.81213,95.6791,95.64328,95.661125,95.68523,95.67656,95.66874,95.56288,95.58698,95.59301,95.55785,95.51944,95.386406,95.350586,95.314766,95.37032,95.37671,95.36888,95.34842,95.32795,95.30749
49,97.92298,97.90251,97.88204,97.86158,97.809875,97.67453,97.63872,97.65771,97.68297,97.674644,97.66714,97.559456,97.584724,97.5914,97.55593,97.51718,97.38184,97.34602,97.31021,97.367714,97.374794,97.36728,97.34681,97.32635,97.30588
50,98.92137,98.90091,98.88045,98.85997,98.80762,98.669975,98.634155,98.65428,98.68072,98.67273,98.66553,98.55604,98.58247,98.5898,98.554016,98.51493,98.37728,98.34146,98.30564,98.36509,98.37288,98.36568,98.345215,98.32474,98.304276
51,103.91977,103.8993,103.87884,103.85837,103.80536,103.665405,103.629585,103.650856,103.67847,103.670815,103.663925,103.55261,103.58022,103.588196,103.5521,103.51267,103.37272,103.3369,103.30109,103.36247,103.37096,103.36407,103.343605,103.323135,103.302666
52,109.91816,109.8977,109.877235,109.856766,109.80311,109.66085,109.62503,109.64744,109.67621,109.66889,109.662315,109.54919,109.57796,109.58659,109.550186,109.51042,109.36816,109.33234,109.29652,109.359856,109.36904,109.362465,109.342,109.32153,109.30106
53,108.916565,108.89609,108.875626,108.85516,108.80085,108.65628,108.62046,108.64401,108.67396,108.66698,108.66072,108.54577,108.57571,108.584984,108.54826,108.50816,108.363594,108.327774,108.29196,108.35724,108.36713,108.360855,108.34039,108.31993,108.29945
54,106.914955,106.89449,106.87402,106.85355,106.7986,106.65171,106.615906,106.6406,106.67169,106.66506,106.65911,106.54235,106.57345,106.58338,106.54634,106.50591,106.359024,106.32321,106.28739,106.354614,106.36521,106.35926,106.33879,106.31832,106.29786
55,105.91335,105.89288,105.87241,105.85195,105.79634,105.647156,105.611336,105.63718,105.66944,105.66315,105.65751,105.53893,105.5712,105.58177,105.544426,105.50365,105.35447,105.31865,105.28282,105.35199,105.3633,105.35765,105.33718,105.31672,105.29625
56,104.91174,104.89128,104.87082,104.85034,104.79409,104.642586,104.60678,104.63375,104.66718,104.66123,104.6559,104.53551,104.56894,104.58018,104.54251,104.501396,104.3499,104.31408,104.27827,104.34938,104.36137,104.35605,104.33559,104.31511,104.29465
57,104.91015,104.88967,104.86921,104.84875,104.791824,104.63803,104.60221,104.63033,104.66493,104.65932,104.6543,104.53208,104.56669,104.57857,104.540596,104.49914,104.345345,104.309525,104.2737,104.346756,104.35945,104.35444,104.33398,104.313515,104.29304
58,107.90854,107.88807,107.86761,107.84714,107.78957,107.63346,107.59764,107.62691,107.662674,107.65739,107.652695,107.52866,107.56443,107.576965,107.53868,107.49689,107.340775,107.304955,107.26914,107.34414,107.35754,107.35284,107.332375,107.311905,107.291435
59,115.90694,115.88646,115.866,115.845535,115.787315,115.62891,115.59309,115.62348,115.66042,115.65547,115.65109,115.52524,115.56217,115.575356,115.536766,115.49463,115.33622,115.3004,115.26457,115.34152,115.35562,115.35123,115.330765,115.3103,115.28983
60,111.76832,111.74785,111.72739,111.70691,111.59242,111.23438,111.19857,111.327736,111.46553,111.48984,111.51247,111.22949,111.36729,111.436745,111.37112,111.299736,110.941696,110.90587,110.870056,111.11518,111.18999,111.212616,111.192154,111.17168,111.151215
61,106.76645,106.74599,106.725525,106.70505,106.58987,106.22947,106.19365,106.323975,106.462975,106.48764,106.510605,106.22573,106.36473,106.43488,106.36892,106.29719,105.93678,105.90096,105.86515,106.11225,106.18778,106.210754,106.19029,106.169815,106.14935
62,110.76676,110.74629,110.72583,110.70536,110.590294,110.23028,110.194466,110.3246,110.463394,110.48801,110.51091,110.22636,110.36514,110.43519,110.369286,110.29761,109.93759,109.90177,109.86596,110.11273,110.18814,110.21106,110.1906,110.17013,110.14966
63,112.767075,112.746605,112.726135,112.705666,112.59071,112.23109,112.195274,112.325226,112.46382,112.48836,112.51122,112.22697,112.36557,112.43549,112.369644,112.29803,111.9384,111.90259,111.86677,112.11322,112.18851,112.21137,112.1909,112.17043,112.14997
64,112.76738,112.74691,112.72645,112.70597,112.59114,112.23191,112.19608,112.325836,112.46424,112.488716,112.51153,112.22759,112.36599,112.4358,112.37001,112.298454,111.93922,111.9034,111.86758,112.1137,112.188866,112.21168,112.191216,112.17074,112.150276
65,113.767685,113.747215,113.72675,113.706276,113.59156,113.23272,113.19689,113.32646,113.46465,113.48908,113.51183,113.22822,113.36641,113.43611,113.37038,113.298874,112.940025,112.904205,112.868385,113.11418,113.18923,113.21198,113.19152,113.17104,113.15058
66,113.768,113.74752,113.72706,113.70659,113.59198,113.23353,113.19771,113.32708,113.46508,113.48945,113.51214,113.228836,113.36684,113.43642,113.370735,113.299286,112.940834,112.905014,112.8692,113.11467,113.18959,113.21229,113.191826,113.17136,113.15089
67,114.7683,114.747826,114.72736,114.706894,114.59241,114.23434,114.19852,114.327705,114.4655,114.48981,114.51246,114.229454,114.367256,114.43672,114.3711,114.29972,113.94164,113.90582,113.87001,114.11515,114.18996,114.21259,114.19213,114.17166,114.1512
68,114.76832,114.74785,114.72739,114.70691,114.59242,114.23438,114.19857,114.327736,114.46553,114.48984,114.51247,114.22949,114.36729,114.436745,114.37112,114.299736,113.941696,113.90587,113.870056,114.11518,114.18999,114.212616,114.192154,114.17168,114.151215
69,115.76863,115.74815,115.72769,115.707214,115.59285,115.23519,115.19938,115.328354,115.46595,115.4902,115.51277,115.23011,115.36771,115.43705,115.37148,115.30016,114.942505,114.90668,114.87087,115.11566,115.190346,115.21292,115.19246,115.17198,115.15152
70,115.768936,115.74846,115.728,115.707535,115.59327,115.23601,115.20019,115.32898,115.46637,115.49056,115.51309,115.230736,115.368126,115.437355,115.37184,115.30058,114.94331,114.9075,114.87168,115.11615,115.19071,115.21323,115.192764,115.172295,115.151825
71,117.76924,117.74877,117.7283,117.70784,117.59369,117.23682,117.201,117.329605,117.4668,117.49092,117.5134,117.23136,117.36855,117.43766,117.37221,117.301,116.94413,116.90831,116.87249,117.11663,117.19107,117.21354,117.19307,117.1726,117.15214
72,117.76955,117.74908,117.728615,117.708145,117.59412,117.237625,117.201805,117.330215,117.46722,117.49129,117.5137,117.23197,117.368965,117.437965,117.37257,117.30143,116.94494,116.90912,116.8733,117.11711,117.19144,117.213844,117.19338,117.17291,117.15244
73,117.76986,117.74939,117.72892,117.70846,117.594536,117.238434,117.202614,117.33084,117.467636,117.491646,117.51401,117.2326,117.369385,117.43828,117.37293,117.30185,116.94575,116.90993,116.874115,117.1176,117.191795,117.21416,117.19369,117.173225,117.15275
74,117.770164,117.7497,117.729225,117.70876,117.594955,117.23925,117.20342,117.33147,117.46806,117.49201,117.51432,117.233215,117.36981,117.43858,117.37329,117.30227,116.946556,116.910736,116.87492,117.11809,117.19216,117.21447,117.19399,117.17353,117.15305
75,117.77047,117.75001,117.72953,117.70907,117.59538,117.24006,117.20425,117.332085,117.468475,117.49238,117.514626,117.23383,117.37023,117.43889,117.37366,117.3027,116.947365,116.911545,116.87573,117.118576,117.19252,117.214775,117.1943,117.173836,117.153366
76,117.770775,117.75031,117.72984,117.70937,117.5958,117.24087,117.205055,117.3327,117.468895,117.49274,117.51493,117.23446,117.37065,117.43919,117.374016,117.303116,116.94817,116.91236,116.87654,117.11906,117.19289,117.21508,117.19461,117.17414,117.15367
77,110.63451,110.614044,110.59357,110.573105,110.404755,109.856415,109.8206,110.04381,110.277855,110.33015,110.37866,109.945564,110.17961,110.302925,110.211426,110.11206,109.56373,109.527916,109.49209,109.89746,110.03029,110.07881,110.058334,110.03787,110.0174
78,110.64509,110.62462,110.60416,110.58368,110.41962,109.88642,109.85061,110.06633,110.29271,110.34277,110.38924,109.96808,110.194466,110.313515,110.22407,110.12693,109.593735,109.55792,109.5221,109.91471,110.04292,110.089386,110.068924,110.04845,110.027985
79,109.65567,109.6352,109.61473,109.59427,109.43448,108.916435,108.880615,109.08884,109.30758,109.355415,109.399826,108.99059,109.209335,109.32409,109.236694,109.14179,108.62375,108.58793,108.55211,108.93196,109.055565,109.09997,109.0795,109.05904,109.03857
80,106.66625,106.64579,106.62531,106.60485,106.44933,105.94645,105.91062,106.11136,106.32244,106.36805,106.41041,106.013115,106.2242,106.33467,106.24934,106.15665,105.653755,105.617935,105.582115,105.94921,106.0682,106.11056,106.09008,106.06962,106.04915
81,104.67684,104.656364,104.6359,104.615425,104.4642,103.976456,103.940636,104.13387,104.337296,104.38069,104.42098,104.03563,104.23905,104.34526,104.26197,104.17151,103.68376,103.64794,103.61212,103.96646,104.08084,104.12113,104.10067,104.08019,104.05973
82,101.687416,101.666954,101.64648,101.626015,101.47906,101.00646,100.97064,101.156395,101.35216,101.39333,101.43157,101.05815,101.253914,101.355835,101.27461,101.18636,100.71377,100.67795,100.64213,100.98371,101.09347,101.13172,101.111244,101.09078,101.07032
83,99.698,99.67753,99.65707,99.6366,99.49392,99.03647,99.00065,99.17892,99.36701,99.40596,99.442154,99.08067,99.26877,99.36642,99.287254,99.20123,98.74378,98.707954,98.672134,99.00095,99.10611,99.142296,99.12183,99.10136,99.080894
84,96.70859,96.68811,96.66765,96.64718,96.50877,96.066475,96.030655,96.20143,96.38188,96.4186,96.45273,96.10319,96.28364,96.37701,96.29988,96.216095,95.77379,95.73797,95.70214,96.01821,96.11875,96.15288,96.132416,96.111946,96.09148
85,94.71916,94.6987,94.67822,94.65776,94.523636,94.09648,94.06066,94.223946,94.39674,94.43124,94.46332,94.1257,94.29849,94.38758,94.31252,94.23095,93.803795,93.767975,93.732155,94.03545,94.131386,94.16347,94.14299,94.12253,94.10206
86,93.729744,93.709274,93.68881,93.66834,93.538506,93.12649,93.09067,93.24647,93.4116,93.44388,93.4739,93.14822,93.313354,93.39817,93.32516,93.24581,92.8338,92.79798,92.76216,93.05271,93.14403,93.17404,93.15358,93.1331,93.11264
87,93.740326,93.71986,93.699394,93.678925,93.55336,93.156494,93.120674,93.26898,93.42646,93.45652,93.484474,93.17074,93.32822,93.40875,93.3378,93.260666,92.86381,92.82799,92.792175,93.069954,93.156654,93.18462,93.16416,93.14369,93.12322
88,95.75091,95.730446,95.70997,95.68951,95.56822,95.18651,95.15068,95.291504,95.441315,95.46915,95.49506,95.19326,95.34307,95.41933,95.35044,95.275536,94.893814,94.857994,94.82218,95.0872,95.1693,95.19521,95.174736,95.154274,95.133804
89,99.76149,99.74102,99.72056,99.70008,99.58308,99.216515,99.180695,99.314026,99.456184,99.48179,99.50564,99.215775,99.35793,99.42992,99.36307,99.29039,98.92382,98.888,98.85219,99.104454,99.18194,99.20579,99.185326,99.16485,99.14439
90,105.77207,105.7516,105.73113,105.71067,105.59794,105.24652,105.2107,105.33654,105.47104,105.49442,105.51623,105.23829,105.372795,105.44049,105.37571,105.30525,104.953835,104.91801,104.8822,105.1217,105.19457,105.21637,105.1959,105.17544,105.154976
91,106.77382,106.75334,106.73288,106.71242,106.6004,106.25158,106.21576,106.34031,106.47351,106.49651,106.517975,106.242065,106.37527,106.44224,106.37781,106.30772,105.95889,105.92307,105.88725,106.12457,106.19666,106.21811,106.19765,106.177185,106.156715
92,110.785095,110.76462,110.744156,110.72368,110.61623,110.28352,110.2477,110.36428,110.489334,110.50997,110.529236,110.26604,110.39109,110.453514,110.39126,110.32355,109.99084,109.95501,109.91919,110.142944,110.21012,110.229385,110.20892,110.188446,110.167984
93,113.79636,113.775894,113.75543,113.734955,113.63206,113.31547,113.27964,113.38826,113.50516,113.52344,113.54051,113.290016,113.40691,113.464775,113.40472,113.33937,113.02277,112.98695,112.95113,113.16131,113.22358,113.24066,113.2202,113.19972,113.17926
94,113.80763,113.78716,113.76669,113.74623,113.64788,113.347404,113.311584,113.41223,113.52099,113.536896,113.55179,113.31399,113.42273,113.47605,113.418175,113.355194,113.05472,113.0189,112.98308,113.17968,113.237045,113.25193,113.23146,113.211,113.19052
95,113.8189,113.79843,113.77797,113.7575,113.663704,113.37935,113.34353,113.4362,113.53681,113.550354,113.56306,113.33796,113.43857,113.48733,113.43163,113.37102,113.08666,113.05084,113.015015,113.19805,113.2505,113.2632,113.24274,113.22226,113.2018
96,113.83018,113.80971,113.78924,113.76877,113.679535,113.41129,113.37547,113.46018,113.552635,113.56381,113.574326,113.36194,113.454384,113.4986,113.44509,113.38685,113.1186,113.08278,113.04696,113.21641,113.26396,113.274475,113.254005,113.233536,113.21307
97,114.841446,114.82098,114.80051,114.780045,114.69536,114.44324,114.40741,114.48415,114.56845,114.57727,114.585594,114.38591,114.47021,114.509865,114.45856,114.40267,114.15054,114.11472,114.0789,114.23478,114.27741,114.28574,114.265274,114.24481,114.22434
98,115.852715,115.83225,115.811775,115.79131,115.71118,115.475174,115.439354,115.508125,115.58429,115.59073,115.59687,115.40988,115.48604,115.52113,115.472015,115.41849,115.18249,115.14667,115.11085,115.25314,115.29087,115.29702,115.27654,115.25608,115.23561
99,116.86399,116.84351,116.82305,116.80258,116.72701,116.50712,116.4713,116.532104,116.600105,116.60418,116.60814,116.43386,116.50186,116.53241,116.48547,116.434326,116.21443,116.17861,116.142784,116.271515,116.30433,116.30828,116.28782,116.26735,116.24688
100,117.87527,117.85479,117.83433,117.81385,117.742836,117.53906,117.50324,117.556076,117.61593,117.617645,117.61941,117.457825,117.517685,117.543686,117.49893,117.45014,117.24637,117.21055,117.17473,117.28989,117.31779,117.31956,117.299095,117.27862,117.258156
